Ship Date,Month,Year,Ship Mode,Area,Region,Category,Sub-Category,Sold,Profit
2014-11-09,November,2014,First Class,Kalimantan,Central,Office Supplies,Envelopes,80,323500
2017-03-17,Maret,2017,Standard Class,Jawa,East,Technology,Phones,70,386100
2017-10-22,Oktober,2017,Second Class,Sumatra,West,Office Supplies,Labels,10,21600
2017-10-22,Oktober,2017,Second Class,Bali,West,Office Supplies,Binders,30,91100
2017-10-08,Oktober,2017,Standard Class,Papua,East,Technology,Phones,70,205900
2014-09-04,September,2014,First Class,Sulawesi,Central,Office Supplies,Paper,40,130700
2016-08-13,Agustus,2016,Standard Class,Kalimantan,South,Office Supplies,Fasteners,30,2900
2017-07-28,Juli,2017,Standard Class,Jawa,East,Technology,Phones,30,169100
2014-12-07,Desember,2014,Standard Class,Sumatra,South,Technology,Phones,100,115200
2017-12-22,Desember,2017,Standard Class,Bali,East,Office Supplies,Art,20,28100
2014-05-20,Mei,2014,Second Class,Papua,East,Furniture,Furnishings,150,44800
2014-05-20,Mei,2014,Second Class,Sulawesi,East,Office Supplies,Paper,20,69400
2014-11-16,November,2014,Standard Class,Kalimantan,West,Technology,Phones,610,721900
2014-11-16,November,2014,Standard Class,Papua,West,Technology,Accessories,20,51500
2014-11-16,November,2014,Standard Class,Sulawesi,West,Furniture,Furnishings,40,134000
2014-11-16,November,2014,Standard Class,Kalimantan,West,Office Supplies,Paper,70,336100
2014-11-16,November,2014,Standard Class,Jawa,West,Furniture,Furnishings,60,178800
2014-11-16,November,2014,Standard Class,Sumatra,West,Office Supplies,Labels,40,220000
2016-01-15,Januari,2016,Standard Class,Bali,West,Technology,Accessories,350,1427800
2016-01-15,Januari,2016,Standard Class,Papua,West,Technology,Phones,380,1700700
2017-09-27,September,2017,Standard Class,Sulawesi,Central,Office Supplies,Envelopes,20,60300
2014-12-28,Desember,2014,Standard Class,Kalimantan,Central,Office Supplies,Appliances,210,696400
2016-06-01,Juni,2016,Standard Class,Kalimantan,East,Office Supplies,Art,10,2100
2016-06-01,Juni,2016,Standard Class,Jawa,East,Office Supplies,Appliances,40,78500
2017-07-10,Juli,2017,First Class,Sumatra,West,Office Supplies,Labels,80,424100
2014-05-17,Mei,2014,Standard Class,Bali,West,Technology,Accessories,150,629900
2017-11-16,November,2017,Standard Class,Papua,East,Office Supplies,Binders,940,3771300
2017-11-16,November,2017,Standard Class,Sulawesi,East,Technology,Phones,440,1499500
2015-10-08,Oktober,2015,Standard Class,Kalimantan,East,Office Supplies,Paper,100,546400
2015-10-08,Oktober,2015,Standard Class,Jawa,East,Office Supplies,Envelopes,60,276100
2015-10-08,Oktober,2015,Standard Class,Sumatra,East,Technology,Accessories,90,388800
2014-10-05,Oktober,2014,First Class,Bali,West,Office Supplies,Paper,10,41000
2014-10-05,Oktober,2014,First Class,Papua,West,Office Supplies,Fasteners,10,17600
2014-10-05,Oktober,2014,First Class,Sulawesi,West,Technology,Phones,320,1289600
2014-10-05,Oktober,2014,First Class,Kalimantan,West,Office Supplies,Envelopes,20,55600
2014-10-05,Oktober,2014,First Class,Jawa,West,Technology,Phones,240,241900
2014-08-16,Agustus,2014,Standard Class,Sumatra,East,Office Supplies,Storage,380,225300
2017-09-05,September,2017,Second Class,Bali,East,Furniture,Furnishings,120,468800
2016-04-27,April,2016,First Class,Papua,West,Office Supplies,Binders,10,16800
2016-05-02,Mei,2016,Same Day,Sulawesi,East,Office Supplies,Storage,50,151000
2016-05-02,Mei,2016,Same Day,Kalimantan,East,Office Supplies,Binders,50,191500
2016-11-27,November,2016,Standard Class,Papua,Central,Technology,Phones,130,553200
2016-02-03,Februari,2016,First Class,Sulawesi,South,Office Supplies,Storage,60,176200
2017-12-05,Desember,2017,Standard Class,Kalimantan,Central,Technology,Phones,220,296800
2017-12-12,Desember,2017,Second Class,Jawa,West,Technology,Accessories,50,58900
2017-12-12,Desember,2017,Second Class,Sumatra,West,Office Supplies,Storage,330,467900
2017-12-12,Desember,2017,Second Class,Bali,West,Office Supplies,Art,20,63500
2016-09-21,September,2016,Standard Class,Papua,West,Furniture,Chairs,120,119600
2016-09-21,September,2016,Standard Class,Sulawesi,West,Technology,Phones,110,95100
2016-12-29,Desember,2016,Standard Class,Kalimantan,Central,Office Supplies,Fasteners,30,140200
2017-04-19,April,2017,First Class,Kalimantan,East,Furniture,Furnishings,70,63400
2017-10-30,Oktober,2017,Second Class,Jawa,Central,Office Supplies,Art,10,26500
2017-10-30,Oktober,2017,Second Class,Sumatra,Central,Technology,Phones,30,24500
2016-07-14,Juli,2016,Standard Class,Bali,West,Technology,Phones,110,113400
2016-07-14,Juli,2016,Standard Class,Papua,West,Office Supplies,Binders,20,72400
2015-08-14,Agustus,2015,Standard Class,Sulawesi,South,Office Supplies,Labels,10,20100
2014-11-15,November,2014,First Class,Kalimantan,Central,Office Supplies,Paper,30,87100
2014-11-19,November,2014,First Class,Jawa,West,Technology,Accessories,100,96000
2014-11-19,November,2014,First Class,Sumatra,West,Office Supplies,Paper,740,4227600
2014-11-19,November,2014,First Class,Bali,West,Office Supplies,Appliances,250,869200
2016-03-08,Maret,2016,Second Class,Papua,South,Office Supplies,Labels,20,42400
2014-10-15,Oktober,2014,Standard Class,Sulawesi,East,Office Supplies,Storage,290,126900
2014-10-15,Oktober,2014,Standard Class,Kalimantan,East,Office Supplies,Envelopes,210,815800
2014-05-29,Mei,2014,Standard Class,Jawa,South,Technology,Phones,140,408000
2014-05-29,Mei,2014,Standard Class,Sumatra,South,Technology,Phones,50,151100
2014-07-19,Juli,2014,Standard Class,Bali,Central,Technology,Accessories,10,15700
2014-07-19,Juli,2014,Standard Class,Papua,Central,Office Supplies,Fasteners,10,32200
2015-12-29,Desember,2015,Second Class,Sulawesi,West,Technology,Accessories,10,41900
2015-02-16,Februari,2015,Standard Class,Kalimantan,West,Furniture,Chairs,210,275300
2017-05-12,Mei,2017,Standard Class,Papua,West,Technology,Copiers,3360,12599900
2017-11-06,November,2017,Standard Class,Sulawesi,Central,Office Supplies,Fasteners,20,109500
2017-11-06,November,2017,Standard Class,Kalimantan,Central,Office Supplies,Art,30,110100
2014-04-09,April,2014,Second Class,Jawa,South,Office Supplies,Art,30,91000
2014-04-09,April,2014,Second Class,Sumatra,South,Technology,Phones,30,100900
2014-04-09,April,2014,Second Class,Bali,South,Office Supplies,Paper,20,76300
2014-04-09,April,2014,Second Class,Papua,South,Office Supplies,Art,30,80000
2014-04-09,April,2014,Second Class,Sulawesi,South,Office Supplies,Supplies,4170,999400
2014-09-24,September,2014,Standard Class,Kalimantan,South,Technology,Accessories,50,158400
2014-09-24,September,2014,Standard Class,Kalimantan,South,Office Supplies,Paper,10,20200
2014-10-06,Oktober,2014,Standard Class,Jawa,East,Furniture,Furnishings,20,62200
2017-02-25,Februari,2017,Standard Class,Sumatra,Central,Office Supplies,Art,10,22900
2017-02-25,Februari,2017,Standard Class,Bali,Central,Office Supplies,Appliances,20,41000
2015-12-15,Desember,2015,First Class,Papua,West,Technology,Phones,500,593300
2015-12-15,Desember,2015,First Class,Sulawesi,West,Office Supplies,Binders,30,118300
2015-12-15,Desember,2015,First Class,Kalimantan,West,Technology,Accessories,250,328500
2015-12-15,Desember,2015,First Class,Jawa,West,Technology,Accessories,40,182700
2016-11-04,November,2016,Standard Class,Sumatra,Central,Office Supplies,Art,20,42100
2014-12-30,Desember,2014,Standard Class,Bali,West,Office Supplies,Supplies,20,1500
2014-12-30,Desember,2014,Standard Class,Papua,West,Furniture,Furnishings,10,13400
2017-10-03,Oktober,2017,First Class,Sulawesi,East,Technology,Machines,1710,9206500
2015-05-30,Mei,2015,Standard Class,Kalimantan,West,Office Supplies,Appliances,130,164500
2017-11-16,November,2017,Same Day,Jawa,West,Technology,Machines,1920,2592000
2014-11-22,November,2014,Standard Class,Sumatra,East,Furniture,Furnishings,70,63400
2015-01-01,Januari,2015,Second Class,Bali,Central,Office Supplies,Envelopes,20,56500
2015-01-01,Januari,2015,Second Class,Papua,Central,Technology,Phones,220,228500
2015-01-01,Januari,2015,Second Class,Sulawesi,Central,Technology,Phones,330,345300
2015-01-01,Januari,2015,Second Class,Kalimantan,Central,Technology,Accessories,50,172800
2015-11-11,November,2015,Standard Class,Papua,East,Office Supplies,Binders,30,106500
2016-09-22,September,2016,Standard Class,Sulawesi,East,Office Supplies,Binders,240,941300
2016-03-25,Maret,2016,Second Class,Kalimantan,South,Furniture,Furnishings,90,456500
2014-10-01,Oktober,2014,Standard Class,Jawa,West,Furniture,Chairs,610,543600
2014-10-01,Oktober,2014,Standard Class,Sumatra,West,Office Supplies,Paper,90,482100
2017-12-28,Desember,2017,Standard Class,Bali,East,Furniture,Chairs,280,579800
2017-12-28,Desember,2017,Standard Class,Papua,East,Office Supplies,Binders,20,58300
2015-09-15,September,2015,Standard Class,Sulawesi,West,Office Supplies,Art,190,587600
2015-09-15,September,2015,Standard Class,Kalimantan,West,Office Supplies,Labels,10,50900
2014-12-25,Desember,2014,Standard Class,Kalimantan,South,Office Supplies,Appliances,50,45700
2014-12-25,Desember,2014,Standard Class,Jawa,South,Furniture,Chairs,670,894900
2014-12-25,Desember,2014,Standard Class,Sumatra,South,Office Supplies,Paper,30,108900
2015-07-27,Juli,2015,Standard Class,Bali,East,Office Supplies,Appliances,70,248200
2015-07-27,Juli,2015,Standard Class,Papua,East,Furniture,Furnishings,130,602900
2014-11-15,November,2014,Standard Class,Sulawesi,Central,Office Supplies,Art,70,81100
2014-11-15,November,2014,Standard Class,Kalimantan,Central,Office Supplies,Paper,30,94500
2014-11-15,November,2014,Standard Class,Jawa,Central,Office Supplies,Paper,270,1141200
2014-11-15,November,2014,Standard Class,Sumatra,Central,Technology,Phones,150,200500
2014-11-15,November,2014,Standard Class,Bali,Central,Technology,Phones,250,180900
2017-12-20,Desember,2017,Standard Class,Papua,Central,Technology,Accessories,230,342000
2017-12-20,Desember,2017,Standard Class,Sulawesi,Central,Technology,Phones,60,237100
2017-08-22,Agustus,2017,First Class,Kalimantan,West,Office Supplies,Art,20,59600
2017-08-22,Agustus,2017,First Class,Jawa,West,Technology,Phones,440,453600
2017-08-22,Agustus,2017,First Class,Sumatra,West,Furniture,Furnishings,130,124800
2017-08-22,Agustus,2017,First Class,Bali,West,Furniture,Tables,570,341300
2017-08-22,Agustus,2017,First Class,Papua,West,Office Supplies,Binders,120,509600
2017-08-22,Agustus,2017,First Class,Sulawesi,West,Office Supplies,Appliances,210,659500
2017-08-22,Agustus,2017,First Class,Kalimantan,West,Office Supplies,Labels,60,298100
2016-09-01,September,2016,Second Class,Papua,East,Office Supplies,Paper,130,723100
2016-09-01,September,2016,Second Class,Sulawesi,East,Furniture,Tables,250,251700
2016-09-01,September,2016,Second Class,Kalimantan,East,Technology,Phones,60,345500
2016-09-01,September,2016,Second Class,Jawa,East,Office Supplies,Paper,90,440400
2016-09-01,September,2016,Second Class,Sumatra,East,Office Supplies,Fasteners,20,63100
2016-09-01,September,2016,Second Class,Bali,East,Office Supplies,Binders,30,167100
2015-08-20,Agustus,2015,Standard Class,Papua,West,Office Supplies,Art,60,158500
2016-08-21,Agustus,2016,Standard Class,Sulawesi,West,Office Supplies,Binders,20,68400
2016-12-31,Desember,2016,Standard Class,Kalimantan,East,Technology,Accessories,90,226800
2014-09-28,September,2014,Standard Class,Kalimantan,West,Furniture,Bookcases,440,246300
2014-09-28,September,2014,Standard Class,Jawa,West,Technology,Phones,90,378000
2014-07-24,Juli,2014,Standard Class,Sumatra,East,Technology,Phones,360,1123200
2014-07-24,Juli,2014,Standard Class,Bali,East,Office Supplies,Binders,30,115300
2014-07-24,Juli,2014,Standard Class,Papua,East,Office Supplies,Binders,10,22000
2017-09-13,September,2017,Standard Class,Sulawesi,Central,Office Supplies,Paper,80,317600
2015-06-08,Juni,2015,Second Class,Kalimantan,East,Office Supplies,Paper,40,171700
2015-06-08,Juni,2015,Second Class,Jawa,East,Furniture,Furnishings,40,144000
2015-12-20,Desember,2015,Standard Class,Sumatra,East,Office Supplies,Paper,20,112000
2015-12-20,Desember,2015,Standard Class,Bali,East,Office Supplies,Binders,40,227300
2014-02-02,Februari,2014,First Class,Papua,West,Furniture,Bookcases,300,41100
2014-07-15,Juli,2014,Standard Class,Sulawesi,Central,Office Supplies,Paper,20,43600
2014-07-15,Juli,2014,Standard Class,Kalimantan,Central,Office Supplies,Paper,20,53900
2015-11-25,November,2015,Standard Class,Jawa,West,Furniture,Bookcases,150,494100
2015-11-25,November,2015,Standard Class,Sumatra,West,Office Supplies,Binders,70,277500
2016-03-25,Maret,2016,Same Day,Bali,Central,Technology,Accessories,1290,2935400
2017-09-30,September,2017,Standard Class,Papua,West,Office Supplies,Binders,30,108500
2017-09-30,September,2017,Standard Class,Sulawesi,West,Office Supplies,Appliances,170,579500
2015-12-10,Desember,2015,Standard Class,Kalimantan,East,Furniture,Furnishings,30,136600
2015-12-10,Desember,2015,Standard Class,Papua,East,Furniture,Chairs,370,97200
2015-12-10,Desember,2015,Standard Class,Sulawesi,East,Technology,Phones,40,124700
2015-12-10,Desember,2015,Standard Class,Kalimantan,East,Furniture,Chairs,370,820000
2016-11-04,November,2016,First Class,Jawa,Central,Office Supplies,Storage,120,83800
2017-03-21,Maret,2017,Standard Class,Sumatra,Central,Office Supplies,Paper,20,38600
2017-11-24,November,2017,First Class,Bali,East,Furniture,Furnishings,30,86600
2017-08-30,Agustus,2017,First Class,Papua,South,Office Supplies,Envelopes,10,11800
2015-12-09,Desember,2015,Second Class,Sulawesi,East,Office Supplies,Envelopes,20,105500
2015-12-09,Desember,2015,Second Class,Kalimantan,East,Furniture,Chairs,390,358600
2015-12-09,Desember,2015,Second Class,Kalimantan,East,Technology,Phones,1800,6479100
2017-10-11,Oktober,2017,Standard Class,Jawa,South,Office Supplies,Storage,590,784000
2017-10-11,Oktober,2017,Standard Class,Sumatra,South,Office Supplies,Fasteners,20,71100
2017-10-11,Oktober,2017,Standard Class,Bali,South,Technology,Phones,230,200200
2017-03-30,Maret,2017,Second Class,Papua,Central,Office Supplies,Paper,10,25700
2014-08-13,Agustus,2014,Standard Class,Sulawesi,West,Technology,Phones,1100,818400
2017-06-10,Juni,2017,Same Day,Kalimantan,East,Office Supplies,Paper,50,180200
2017-07-08,Juli,2017,Standard Class,Jawa,Central,Office Supplies,Storage,450,159900
2017-07-08,Juli,2017,Standard Class,Sumatra,Central,Office Supplies,Binders,170,938400
2017-07-08,Juli,2017,Standard Class,Bali,Central,Office Supplies,Paper,30,149300
2014-11-26,November,2014,Standard Class,Papua,South,Technology,Phones,40,119900
2014-11-26,November,2014,Standard Class,Sulawesi,South,Office Supplies,Paper,630,3623700
2014-11-26,November,2014,Standard Class,Kalimantan,South,Office Supplies,Storage,200,116400
2014-11-26,November,2014,Standard Class,Jawa,South,Office Supplies,Art,10,17700
2015-10-17,Oktober,2015,Same Day,Sumatra,West,Office Supplies,Storage,80,46800
2014-04-27,April,2014,Standard Class,Bali,East,Furniture,Furnishings,30,93900
2017-05-06,Mei,2017,Standard Class,Papua,East,Office Supplies,Paper,20,43600
2016-09-24,September,2016,Standard Class,Sulawesi,West,Office Supplies,Paper,70,363200
2016-09-24,September,2016,Standard Class,Kalimantan,West,Office Supplies,Binders,280,1060800
2016-09-24,September,2016,Standard Class,Papua,West,Office Supplies,Art,20,38200
2016-09-24,September,2016,Standard Class,Sulawesi,West,Office Supplies,Paper,80,455900
2016-09-24,September,2016,Standard Class,Kalimantan,West,Office Supplies,Binders,50,189700
2016-09-02,September,2016,Same Day,Jawa,Central,Office Supplies,Fasteners,10,7900
2016-09-02,September,2016,Same Day,Sumatra,Central,Office Supplies,Binders,10,46600
2015-05-02,Mei,2015,Standard Class,Bali,West,Office Supplies,Appliances,50,39300
2015-05-02,Mei,2015,Standard Class,Papua,West,Office Supplies,Supplies,10,8800
2015-09-13,September,2015,Standard Class,Sulawesi,East,Furniture,Chairs,280,724800
2016-06-03,Juni,2016,Standard Class,Kalimantan,West,Office Supplies,Appliances,270,944100
2016-06-03,Juni,2016,Standard Class,Kalimantan,West,Office Supplies,Paper,190,1008700
2016-06-03,Juni,2016,Standard Class,Jawa,West,Technology,Accessories,140,94800
2016-06-03,Juni,2016,Standard Class,Sumatra,West,Office Supplies,Binders,30,88700
2016-06-03,Juni,2016,Standard Class,Bali,West,Technology,Machines,560,502600
2015-09-28,September,2015,Standard Class,Papua,Central,Office Supplies,Binders,20,82300
2015-09-28,September,2015,Standard Class,Sulawesi,Central,Furniture,Chairs,1410,4731300
2017-07-06,Juli,2017,Second Class,Kalimantan,East,Office Supplies,Paper,40,133300
2017-07-06,Juli,2017,Second Class,Jawa,East,Office Supplies,Paper,40,134700
2017-12-09,Desember,2017,First Class,Sumatra,West,Office Supplies,Storage,30,103700
2017-12-09,Desember,2017,First Class,Bali,West,Furniture,Furnishings,130,185700
2017-12-09,Desember,2017,First Class,Papua,West,Office Supplies,Paper,70,346300
2017-12-09,Desember,2017,Standard Class,Sulawesi,West,Office Supplies,Binders,30,100600
2017-12-09,Desember,2017,Standard Class,Kalimantan,West,Office Supplies,Binders,20,65200
2017-10-30,Oktober,2017,Same Day,Jawa,Central,Office Supplies,Storage,60,48800
2015-11-30,November,2015,Same Day,Sumatra,West,Office Supplies,Binders,10,18800
2014-03-14,Maret,2014,Second Class,Bali,East,Office Supplies,Paper,110,588200
2017-11-23,November,2017,Standard Class,Papua,East,Office Supplies,Envelopes,20,100500
